Code NAC,N1,N2,Niveau 1,Niveau 2,Intitulé NAC
47F,4,47,Entreprises en difficulté,Autres demandes en matière de redressement et de liquidation judiciaires (procédures ouvertes avant le 1er janvier 2006),Action en responsabilité exercée contre les fournisseurs (procédures ouvertes avant le 1er janvier 2006)
47G,4,47,Entreprises en difficulté,Autres demandes en matière de redressement et de liquidation judiciaires (procédures ouvertes avant le 1er janvier 2006),"Demande relative au règlement judiciaire, à la liquidation des biens, aux sanctions et à la suspension provisoire des poursuites (procédures ouvertes avant le 1er janvier 2006)"
48,4,48,Entreprises en difficulté-surendettement,"Surendettement des particuliers, faillite civile et rétablissement personnel","Surendettement des particuliers, faillite civile et rétablissement personnel"
48A,4,48,Entreprises en difficulté-surendettement,"Surendettement des particuliers, faillite civile et rétablissement personnel",Recours contre les décisions statuant sur la recevabilité prononcées par les commissions de surendettement des particuliers
48B,4,48,Entreprises en difficulté-surendettement,"Surendettement des particuliers, faillite civile et rétablissement personnel","Demande de vérification de la validité des créances, des titres qui les constatent  et du montant des sommes réclamées "
48C,4,48,Entreprises en difficulté-surendettement,"Surendettement des particuliers, faillite civile et rétablissement personnel",Contestation des mesures imposées par la commission de surendettement  des particuliers
48D,4,48,Entreprises en difficulté-surendettement,"Surendettement des particuliers, faillite civile et rétablissement personnel",Demande relative à la procédure collective applicable aux débiteurs civils spécifique à l'Alsace-Moselle
48E,4,48,Entreprises en difficulté-surendettement,"Surendettement des particuliers, faillite civile et rétablissement personnel",Demande aux fins de conférer force exécutoire aux mesures recommandées par les commissions de surendettement des particuliers
48F,4,48,Entreprises en difficulté-surendettement,"Surendettement des particuliers, faillite civile et rétablissement personnel",Demande postérieure à l'établissement d'un plan de redressement
48G,4,48,Entreprises en difficulté-surendettement,"Surendettement des particuliers, faillite civile et rétablissement personnel",Demande d'ouverture de la procédure de rétablissement personnel (avec liquidation judiciaire à compter du 1er novembre 2010)
48H,4,48,Entreprises en difficulté-surendettement,"Surendettement des particuliers, faillite civile et rétablissement personnel",Recours contre les décisions d'orientation du dossier prononcées par la commission de surendettement des particuliers
48I,4,48,Entreprises en difficulté-surendettement,"Surendettement des particuliers, faillite civile et rétablissement personnel",Demande aux fins de conférer force exécutoire aux recommandations de rétablissement personnel sans liquidation judiciaire
48J,4,48,Entreprises en difficulté-surendettement,"Surendettement des particuliers, faillite civile et rétablissement personnel",Contestation de la décision de la commission imposant un rétablissement personnel sans liquidation judiciaire
48K,4,48,Entreprises en difficulté-surendettement,"Surendettement des particuliers, faillite civile et rétablissement personnel",Demande de résolution du plan pris dans le cas d'une procédure de rétablissement personnel
48L,4,48,Entreprises en difficulté-surendettement,"Surendettement des particuliers, faillite civile et rétablissement personnel",Demande d'annulation d'un acte ou d'un paiement par la commission de surendettement
48M,4,48,Entreprises en difficulté-surendettement,"Surendettement des particuliers, faillite civile et rétablissement personnel",Demande d'autorisation d'accomplir l'un des actes mentionnés à l'article L. 722-5 C. consom.
48N,4,48,Entreprises en difficulté-surendettement,"Surendettement des particuliers, faillite civile et rétablissement personnel",Recours contre la décision de déchéance du bénéfice de la procédure de traitement du surendettement
48O,4,48,Entreprises en difficulté-surendettement,"Surendettement des particuliers, faillite civile et rétablissement personnel",Demande aux fins de suspension des mesures d'expulsion du logement du débiteur
48P,4,48,Entreprises en difficulté-surendettement,"Surendettement des particuliers, faillite civile et rétablissement personnel",Demande du débiteur tendant à autoriser à aliéner un bien
48Q,4,48,Entreprises en difficulté-surendettement,"Surendettement des particuliers, faillite civile et rétablissement personnel",Demande formée avant la décision de recevabilité aux fins de suspension des procédures d'exécution et des cessions des rémunérations
48R,4,48,Entreprises en difficulté-surendettement,"Surendettement des particuliers, faillite civile et rétablissement personnel",Demande de relevé de forclusion de déclaration de créances
4A,4,4A,Entreprises en difficulté-surendettement,"Désignation d'un mandataire ad hoc, ouverture d'une procédure de conciliation ou de règlement amiable agricole, de sauvegarde, de sauvegarde accélérée, de redressement ou de liquidation judiciaire ","Désignation d'un mandataire ad hoc, ouverture d'une procédure de conciliation ou de règlement amiable agricole, de sauvegarde, de sauvegarde accélérée, de redressement ou de liquidation judiciaire "
4AA,4,4A,Entreprises en difficulté-surendettement,"Désignation d'un mandataire ad hoc, ouverture d'une procédure de conciliation ou de règlement amiable agricole, de sauvegarde, de sauvegarde accélérée, de redressement ou de liquidation judiciaire ",Demande de désignation d'un mandataire ad hoc
4AB,4,4A,Entreprises en difficulté-surendettement,"Désignation d'un mandataire ad hoc, ouverture d'une procédure de conciliation ou de règlement amiable agricole, de sauvegarde, de sauvegarde accélérée, de redressement ou de liquidation judiciaire ",Demande d'ouverture de la procédure de conciliation
4AC,4,4A,Entreprises en difficulté-surendettement,"Désignation d'un mandataire ad hoc, ouverture d'une procédure de conciliation ou de règlement amiable agricole, de sauvegarde, de sauvegarde accélérée, de redressement ou de liquidation judiciaire ",Demande d'ouverture d'une procédure de règlement amiable ou de désignation d'un conciliateur en matière agricole
4AD,4,4A,Entreprises en difficulté-surendettement,"Désignation d'un mandataire ad hoc, ouverture d'une procédure de conciliation ou de règlement amiable agricole, de sauvegarde, de sauvegarde accélérée, de redressement ou de liquidation judiciaire ",Demande d'ouverture de la procédure de sauvegarde
4AE,4,4A,Entreprises en difficulté-surendettement,"Désignation d'un mandataire ad hoc, ouverture d'une procédure de conciliation ou de règlement amiable agricole, de sauvegarde, de sauvegarde accélérée, de redressement ou de liquidation judiciaire ",Demande d'ouverture de la procédure de redressement judiciaire
4AF,4,4A,Entreprises en difficulté-surendettement,"Désignation d'un mandataire ad hoc, ouverture d'une procédure de conciliation ou de règlement amiable agricole, de sauvegarde, de sauvegarde accélérée, de redressement ou de liquidation judiciaire ",Demande d'ouverture de la procédure de liquidation judiciaire
4AG,4,4A,Entreprises en difficulté-surendettement,"Désignation d'un mandataire ad hoc, ouverture d'une procédure de conciliation ou de règlement amiable agricole, de sauvegarde, de sauvegarde accélérée, de redressement ou de liquidation judiciaire ",Demande de prononcé de la liquidation judiciaire après résolution du plan de sauvegarde ou du plan de redressement
4AH,4,4A,Entreprises en difficulté-surendettement,"Désignation d'un mandataire ad hoc, ouverture d'une procédure de conciliation ou de règlement amiable agricole, de sauvegarde, de sauvegarde accélérée, de redressement ou de liquidation judiciaire ",Demande de reprise de la procédure de liquidation judiciaire
4AI,4,4A,Entreprises en difficulté-surendettement,"Désignation d'un mandataire ad hoc, ouverture d'une procédure de conciliation ou de règlement amiable agricole, de sauvegarde, de sauvegarde accélérée, de redressement ou de liquidation judiciaire ",Demande d'extension de la procédure de sauvegarde pour confusion du patrimoine ou fictivité d'une personne morale
4AJ,4,4A,Entreprises en difficulté-surendettement,"Désignation d'un mandataire ad hoc, ouverture d'une procédure de conciliation ou de règlement amiable agricole, de sauvegarde, de sauvegarde accélérée, de redressement ou de liquidation judiciaire ",Demande d'extension de la procédure de redressement judiciaire pour confusion de patrimoine ou fictivité d'une personne morale
4AK,4,4A,Entreprises en difficulté-surendettement,"Désignation d'un mandataire ad hoc, ouverture d'une procédure de conciliation ou de règlement amiable agricole, de sauvegarde, de sauvegarde accélérée, de redressement ou de liquidation judiciaire ",Demande d'extension de la procédure de liquidation judiciaire pour confusion de patrimoine ou fictivité d'une personne morale
4AL,4,4A,Entreprises en difficulté-surendettement,"Désignation d'un mandataire ad hoc, ouverture d'une procédure de conciliation ou de règlement amiable agricole, de sauvegarde, de sauvegarde accélérée, de redressement ou de liquidation judiciaire ",Demande d’ouverture d’une procédure de redressement judiciaire après résolution du plan de sauvegarde
4AM,4,4A,Entreprises en difficulté-surendettement,"Désignation d'un mandataire ad hoc, ouverture d'une procédure de conciliation ou de règlement amiable agricole, de sauvegarde, de sauvegarde accélérée, de redressement ou de liquidation judiciaire ",Demande d'ouverture de la procédure de sauvegarde financière accélérée
4AN,4,4A,Entreprises en difficulté-surendettement,"Désignation d'un mandataire ad hoc, ouverture d'une procédure de conciliation ou de règlement amiable agricole, de sauvegarde, de sauvegarde accélérée, de redressement ou de liquidation judiciaire ",Demande d'ouverture de la procédure de sauvegarde accélérée
4AO,4,4A,Entreprises en difficulté-surendettement,"Désignation d'un mandataire ad hoc, ouverture d'une procédure de conciliation ou de règlement amiable agricole, de sauvegarde, de sauvegarde accélérée, de redressement ou de liquidation judiciaire ",Demande d'ouverture de la procédure de rétablissement professionnel concomitamment à la procédure de liquidation judiciaire
4AP,4,4A,Entreprises en difficulté-surendettement,"Désignation d'un mandataire ad hoc, ouverture d'une procédure de conciliation ou de règlement amiable agricole, de sauvegarde, de sauvegarde accélérée, de redressement ou de liquidation judiciaire ",Demande de prononcé de la liquidation judiciaire après clôture d'une procédure de rétablissement professionnel
4AQ,4,4A,Entreprises en difficulté-surendettement,"Désignation d'un mandataire ad hoc, ouverture d'une procédure de conciliation ou de règlement amiable agricole, de sauvegarde, de sauvegarde accélérée, de redressement ou de liquidation judiciaire ",
4B,4,4B,Entreprises en difficulté-surendettement,"L'entreprise au cours de la procédure  - Délais, organes - ","L'entreprise au cours de la procédure  - Délais, organes - "
4BA,4,4B,Entreprises en difficulté-surendettement,"L'entreprise au cours de la procédure  - Délais, organes - ","Appel sur une décision relative à la désignation, au remplacement ou à la mission d'un expert, de l'administrateur, du mandataire judiciaire, du commissaire à l'exécution du plan ou du liquidateur "
4BB,4,4B,Entreprises en difficulté-surendettement,"L'entreprise au cours de la procédure  - Délais, organes - ",Appel sur des décisions relatives au déroulement de la procédure
4C,4,4C,Entreprises en difficulté-surendettement,"L'entreprise au cours de la procédure  - Autorisations,  plan de cession et actions diverses - ","L'entreprise au cours de la procédure  - Autorisations,  plan de cession et actions diverses - "
4CA,4,4C,Entreprises en difficulté-surendettement,"L'entreprise au cours de la procédure  - Autorisations,  plan de cession et actions diverses - ",Appel sur des décisions relatives à la nullité des actes du débiteur non autorisés par le juge commissaire ou d'homologation de compromis ou de transaction
4CB,4,4C,Entreprises en difficulté-surendettement,"L'entreprise au cours de la procédure  - Autorisations,  plan de cession et actions diverses - ","Appel sur des décisions relatives au remplacement du ou des dirigeants, ou de privation du droit de vote, ou de cession forcée des actions "
4CC,4,4C,Entreprises en difficulté-surendettement,"L'entreprise au cours de la procédure  - Autorisations,  plan de cession et actions diverses - ",Appel sur des décisions relatives au plan de cession
4CD,4,4C,Entreprises en difficulté-surendettement,"L'entreprise au cours de la procédure  - Autorisations,  plan de cession et actions diverses - ",Appel sur des décisions statuant sur la nullité des actes interdits au cessionnaire
4D,4,4D,Entreprises en difficulté-surendettement,L'entreprise au cours de la procédure  - Période suspecte et sort des créances et cession d'actifs - ,L'entreprise au cours de la procédure  - Période suspecte et sort des créances et cession d'actifs -
4DA,4,4D,Entreprises en difficulté-surendettement,L'entreprise au cours de la procédure  - Période suspecte et sort des créances et cession d'actifs - ,Appel sur les décisions relatives à la modification de la date de la cessation des paiements
4DB,4,4D,Entreprises en difficulté-surendettement,L'entreprise au cours de la procédure  - Période suspecte et sort des créances et cession d'actifs - ,Appel sur des décisions relatives à la nullité des actes de la période suspecte
4DC,4,4D,Entreprises en difficulté-surendettement,L'entreprise au cours de la procédure  - Période suspecte et sort des créances et cession d'actifs - ,Appel sur une décision du juge commissaire relative à l'admission des créances
4DD,4,4D,Entreprises en difficulté-surendettement,L'entreprise au cours de la procédure  - Période suspecte et sort des créances et cession d'actifs - ,Appel sur une décision du juge commissaire relative à la réclamation sur l'état des créances
4DE,4,4D,Entreprises en difficulté-surendettement,L'entreprise au cours de la procédure  - Période suspecte et sort des créances et cession d'actifs - ,Appel sur une décision relative au relevé de forclusion
4DF,4,4D,Entreprises en difficulté-surendettement,L'entreprise au cours de la procédure  - Période suspecte et sort des créances et cession d'actifs - ,Appel sur une décision du juge commissaire relative à la vente d'actifs
4E,4,4E,Entreprises en difficulté-surendettement,Conciliation ,Conciliation
4EA,4,4E,Entreprises en difficulté-surendettement,Conciliation ,Recours contre les décisions relatives à l'homologation ou au constat de l'accord
4EB,4,4E,Entreprises en difficulté-surendettement,Conciliation ,Demande de résolution de l'accord
4EC,4,4E,Entreprises en difficulté-surendettement,Conciliation ,Autres demandes postérieures à la clôture de la procédure de conciliation
4F,4,4F,Entreprises en difficulté-surendettement,Plan de sauvegarde et plan arrêté en sauvegarde accélérée,Plan de sauvegarde et plan arrêté en sauvegarde accélérée
4FA,4,4F,Entreprises en difficulté-surendettement,Plan de sauvegarde et plan arrêté en sauvegarde accélérée,Appel sur une décision relative à l'admission du plan de sauvegarde
4FB,4,4F,Entreprises en difficulté-surendettement,Plan de sauvegarde et plan arrêté en sauvegarde accélérée,Appel sur une décision  relative à la modification substantielle du plan de sauvegarde
4FC,4,4F,Entreprises en difficulté-surendettement,Plan de sauvegarde et plan arrêté en sauvegarde accélérée,Demande en nullité d'un acte passé en violation d'une inaliénabilité temporaire formée après clôture de la procédure de sauvegarde
4FD,4,4F,Entreprises en difficulté-surendettement,Plan de sauvegarde et plan arrêté en sauvegarde accélérée,Demande de résolution du plan de sauvegarde formée après clôture de la procédure
4FE,4,4F,Entreprises en difficulté-surendettement,Plan de sauvegarde et plan arrêté en sauvegarde accélérée,Demande visant à faire constater l'exécution du plan de sauvegarde
4FF,4,4F,Entreprises en difficulté-surendettement,Plan de sauvegarde et plan arrêté en sauvegarde accélérée,Autres demandes postérieures à la clôture de la procédure de sauvegarde ou de sauvegarde financière accélérée ou de sauvegarde accélérée
4FG,4,4F,Entreprises en difficulté-surendettement,Plan de sauvegarde et plan arrêté en sauvegarde accélérée,Appel sur une décision relative à l'admission du plan arrêté en sauvegarde financière accélérée ou en sauvegarde accélérée
4FH,4,4F,Entreprises en difficulté-surendettement,Plan de sauvegarde et plan arrêté en sauvegarde accélérée,Appel sur une décision relative à la modification substantielle du plan arrêté en sauvegarde financière accélérée ou en sauvegarde accélérée
4FI,4,4F,Entreprises en difficulté-surendettement,Plan de sauvegarde et plan arrêté en sauvegarde accélérée,Demande en nullité d'un acte passé en violation d'une inaliénabilité temporaire formée après clôture de la procédure de sauvegarde  financière accélérée ou de sauvegarde accélérée
4FJ,4,4F,Entreprises en difficulté-surendettement,Plan de sauvegarde et plan arrêté en sauvegarde accélérée,Demande de résolution du plan arrêté en sauvegarde financière accélérée ou en sauvegarde accélérée formée après clôture de la procédure
4FK,4,4F,Entreprises en difficulté-surendettement,Plan de sauvegarde et plan arrêté en sauvegarde accélérée,Demande visant à faire constater l'exécution du plan arrêté en sauvegarde financière accélérée ou en sauvegarde accélérée
4FL,4,4F,Entreprises en difficulté-surendettement,Plan de sauvegarde et plan arrêté en sauvegarde accélérée,Plan de sauvegarde - Recours préalable relatif à la constitution des classes de parties affectées
4FM,4,4F,Entreprises en difficulté-surendettement,Plan de sauvegarde et plan arrêté en sauvegarde accélérée,Plan de sauvegarde - Contestation du respect du meilleur intérêt des parties affectées
4G,4,4G,Entreprises en difficulté-surendettement,Plan de redressement de l'entreprise ,Plan de redressement de l'entreprise
4GA,4,4G,Entreprises en difficulté-surendettement,Plan de redressement de l'entreprise ,Appel sur une décision relative à l'admission du plan de redressement
4GB,4,4G,Entreprises en difficulté-surendettement,Plan de redressement de l'entreprise ,Appel sur une décision  relative à la modification substantielle du plan de redressement
4GC,4,4G,Entreprises en difficulté-surendettement,Plan de redressement de l'entreprise ,Demande en nullité d'un acte passé en violation d'une inaliénabilité temporaire formée après clôture de la procédure de redressement
4GD,4,4G,Entreprises en difficulté-surendettement,Plan de redressement de l'entreprise ,Demande de résolution du plan de redressement formée après clôture de la procédure
4GE,4,4G,Entreprises en difficulté-surendettement,Plan de redressement de l'entreprise ,Demande relative au constat de l'exécution du plan de redressement
4GF,4,4G,Entreprises en difficulté-surendettement,Plan de redressement de l'entreprise ,Autres demandes postérieures à la clôture de la procédure de redressement
4GG,4,4G,Entreprises en difficulté-surendettement,Plan de redressement de l'entreprise ,Plan de redressement - Recours préalable relatif à la constitution des classes de parties affectées
4GH,4,4G,Entreprises en difficulté-surendettement,Plan de redressement de l'entreprise ,Plan de redressement - Contestation du respect du meilleur intérêt des parties affectées - plan de redressement
4H,4,4H,Entreprises en difficulté-surendettement,Liquidation judiciaire ,Liquidation judiciaire
4HA,4,4H,Entreprises en difficulté-surendettement,Liquidation judiciaire ,Appel contre des décisions prononçant la liquidation judiciaire
4HB,4,4H,Entreprises en difficulté-surendettement,Liquidation judiciaire ,Appel contre des décisions statuant sur la clôture de la liquidation judiciaire
4HC,4,4H,Entreprises en difficulté-surendettement,Liquidation judiciaire ,Autres demandes postérieures à la clôture de la procédure de liquidation judiciaire
4I,4,4I,Entreprises en difficulté-surendettement,"Autres demandes en matière de sauvegarde, de redressement et de liquidation judiciaires ","Autres demandes en matière de sauvegarde, de redressement et de liquidation judiciaires"
4IA,4,4I,Entreprises en difficulté-surendettement,"Autres demandes en matière de sauvegarde, de redressement et de liquidation judiciaires ",Action en responsabilité pour insuffisance d'actif à l'encontre des dirigeants
4IB,4,4I,Entreprises en difficulté-surendettement,"Autres demandes en matière de sauvegarde, de redressement et de liquidation judiciaires ",Action en responsabilité aux fins de condamnation au paiement de tout ou partie des dettes sociales  (Loi n°2005-845 du 26 juillet 2005 de sauvegarde des entreprises)
4IC,4,4I,Entreprises en difficulté-surendettement,"Autres demandes en matière de sauvegarde, de redressement et de liquidation judiciaires ",Demande de prononcé de la faillite personnelle
4ID,4,4I,Entreprises en difficulté-surendettement,"Autres demandes en matière de sauvegarde, de redressement et de liquidation judiciaires ","Demande de prononcé d'une interdiction de diriger, gérer, administrer ou contrôler "
4IE,4,4I,Entreprises en difficulté-surendettement,"Autres demandes en matière de sauvegarde, de redressement et de liquidation judiciaires ","Action en responsabilité exercée contre l'administrateur, le mandataire judiciaire , le liquidateur, le commissaire à l'exécution du plan "
4IF,4,4I,Entreprises en difficulté-surendettement,"Autres demandes en matière de sauvegarde, de redressement et de liquidation judiciaires ",Recours devant le tribunal contre les décisions du juge commissaire et appels contre les décisions statuant sur ces recours
4IG,4,4I,Entreprises en difficulté-surendettement,"Autres demandes en matière de sauvegarde, de redressement et de liquidation judiciaires ","Action en responsabilité exercée contre l'Etat, les collectivités territoriales (introduite après le 1er janvier 2006)"
4IH,4,4I,Entreprises en difficulté-surendettement,"Autres demandes en matière de sauvegarde, de redressement et de liquidation judiciaires ",Action en responsabilité exercée contre les créanciers
4II,4,4I,Entreprises en difficulté-surendettement,"Autres demandes en matière de sauvegarde, de redressement et de liquidation judiciaires ",Recours devant la cour d'appel contre les décisions du juge commis
4J,4,4J,Entreprises en difficulté-surendettement,Procédure d'insolvabilité,Procédures d'insolvabilité - Règlement (UE) n°2015-848
4JA,4,4J,Entreprises en difficulté-surendettement,Procédure d'insolvabilité,"Recours contre la nature principale, secondaire ou territorial d’une procédure collective ouverte dans le cadre du règlement européen d'insolvabilité"
4JB,4,4J,Entreprises en difficulté-surendettement,Procédure d'insolvabilité,Contestation de l’engagement par un créancier local
4JC,4,4J,Entreprises en difficulté-surendettement,Procédure d'insolvabilité,"Demande de suspension, de renouvellement ou de levée de la suspension de la réalisation de l’ensemble des actifs par le praticien de l’insolvabilité de la procédure d’insolvabilité principale"
4JD,4,4J,Entreprises en difficulté-surendettement,Procédure d'insolvabilité,"Demande de suspension, de renouvellement ou de levée de la suspension de la réalisation de l’ensemble des actifs formée par le praticien de l’insolvabilité désigné dans une procédure ouverte à l’encontre d’une autre société appartenant au même groupe de sociétés que le débiteur"
4JE,4,4J,Entreprises en difficulté-surendettement,Procédure d'insolvabilité,Demande de vérification des conditions d’approbation d’un engagement pris en application de l’article 36 du REI
4JF,4,4J,Entreprises en difficulté-surendettement,Procédure d'insolvabilité,Demande de mesure provisoire ou conservatoire en vue d’assurer le respect des termes de l’engagement pris
4JG,4,4J,Entreprises en difficulté-surendettement,Procédure d'insolvabilité,Demande d’autorisation des licenciements par le tribunal lorsqu’une procédure d’insolvabilité a été ouverte dans un autre état membre en application de l’article 13
4JH,4,4J,Entreprises en difficulté-surendettement,Procédure d'insolvabilité,Demande d’ouverture de la procédure de coordination collective
4JI,4,4J,Entreprises en difficulté-surendettement,Procédure d'insolvabilité,Demande relative aux coûts de la procédure de coordination collective
4JJ,4,4J,Entreprises en difficulté-surendettement,Procédure d'insolvabilité,Demande de révocation du coordinateur
4JK,4,4J,Entreprises en difficulté-surendettement,Procédure d'insolvabilité,"Demande de suspension de la procédure d’insolvabilité ouverte à l’égard d’une société française membre d’un groupe de société, formée par le coordinateur"
4JL,4,4J,Entreprises en difficulté-surendettement,Procédure d'insolvabilité,"Demande de levée de suspension de la procédure d’insolvabilité ouverte à l’égard d’une société française membre d’un groupe de société, formée par le coordinateur"
50,5,50,Contrats,Vente,Vente
50A,5,50,Contrats,Vente,Demande en nullité de la vente ou d'une clause de la vente
50B,5,50,Contrats,Vente,Demande en paiement du prix ou tendant à faire sanctionner le non-paiement du prix
50C,5,50,Contrats,Vente,Demande tendant à obtenir la livraison de la chose ou à faire sanctionner le défaut de livraison
50D,5,50,Contrats,Vente,Demande en garantie des vices cachés ou tendant à faire sanctionner un défaut de conformité
50E,5,50,Contrats,Vente,Demande de garantie d'éviction
50F,5,50,Contrats,Vente,Autres demandes  tendant à faire sanctionner l'inexécution des obligations du vendeur
50G,5,50,Contrats,Vente,Demande relative à l'exécution d'une promesse unilatérale de vente ou d'un pacte de préférence ou d'un compromis de vente
50Z,5,50,Contrats,Vente,Autres demandes relatives à la vente
51,5,51,Contrats,Baux d'habitation et baux professionnels,Baux d'habitation et baux professionnels
51A,5,51,Contrats,Baux d'habitation et baux professionnels,Demande en paiement des loyers et des charges et/ou tendant à faire prononcer ou constater la résiliation pour défaut de paiement  ou défaut d'assurance et ordonner l'expulsion
51B,5,51,Contrats,Baux d'habitation et baux professionnels,Demande tendant à l'exécution des autres obligations du locataire et/ou tendant à faire prononcer  la résiliation pour inexécution de ces obligations et ordonner l'expulsion
51C,5,51,Contrats,Baux d'habitation et baux professionnels,Demande du bailleur tendant à faire constater la validité du congé et à ordonner l'expulsion
51D,5,51,Contrats,Baux d'habitation et baux professionnels,Demande du  locataire ou de l'ancien locataire tendant au maintien dans les lieux
51E,5,51,Contrats,Baux d'habitation et baux professionnels,Demande en dommages-intérêts formée par le bailleur en fin de bail en raison des dégradations ou des pertes imputables au locataire
51F,5,51,Contrats,Baux d'habitation et baux professionnels,Demande du locataire tendant  à être autorisé d'exécuter des travaux ou à faire exécuter des travaux à la charge du bailleur
51G,5,51,Contrats,Baux d'habitation et baux professionnels,"Demande du locataire tendant à la diminution du loyer ou des charges, et/ou à la résiliation du bail, et/ou à des dommages-intérêts,  en raison de troubles de jouissance"
51H,5,51,Contrats,Baux d'habitation et baux professionnels,Demande du locataire en fin de bail en restitution du dépôt de garantie et/ou tendant au paiement d'une indemnité pour amélioration des lieux loués
51I,5,51,Contrats,Baux d'habitation et baux professionnels,Demande tendant à la fixation judiciaire du montant du loyer
51J,5,51,Contrats,Baux d'habitation et baux professionnels,Demande du bailleur tendant à faire constater la résiliation du bail pour abandon du domicile par le locataire
51K,5,51,Contrats,Baux d'habitation et baux professionnels,Demande du locataire tendant à la diminution du loyer en raison de l'absence de certaines mentions ou de la présence de mentions erronées dans le contrat de location
51L,5,51,Contrats,Baux d'habitation et baux professionnels,Demande du locataire tendant à la diminution du loyer lorsque son montant est supérieur au loyer de référence majoré
51M,5,51,Contrats,Baux d'habitation et baux professionnels,Demande du bailleur tendant à la réévaluation du loyer lorsque son montant est inférieur au loyer de référence minoré
51Z,5,51,Contrats,Baux d'habitation et baux professionnels,Autres demandes relatives à un bail d'habitation ou à un bail professionnel
52,5,52,Contrats,Baux ruraux,Baux ruraux
52A,5,52,Contrats,Baux ruraux,Demande en paiement des fermages ou loyers et/ou tendant à faire prononcer ou constater la résiliation du bail pour défaut de paiement et prononcer l'expulsion
52B,5,52,Contrats,Baux ruraux,Demande tendant à l'exécution des autres obligations du preneur et/ou tendant à faire prononcer la résiliation et l'expulsion pour un motif autre que le non paiement des loyers
52C,5,52,Contrats,Baux ruraux,Demande formée par le bailleur ou le preneur relative à la poursuite ou au renouvellement du bail
52D,5,52,Contrats,Baux ruraux,Demande en paiement de dommages-intérêts formée par le bailleur en fin de bail en raison de dégradations ou de pertes imputables au preneur
52E,5,52,Contrats,Baux ruraux,Demande du preneur tendant à faire exécuter ou à être autorisé à exécuter des travaux à la charge du bailleur
52F,5,52,Contrats,Baux ruraux,Demande en paiement des indemnités dues en fin de bail au preneur sortant
52G,5,52,Contrats,Baux ruraux,Demande relative à l'exercice du droit de préemption du preneur
52Z,5,52,Contrats,Baux ruraux,Autres demandes relatives à un bail rural
53,5,53,Contrats,"Prêt d'argent, crédit-bail (ou leasing), cautionnement","Prêt d'argent, crédit-bail (ou leasing), cautionnement"
53A,5,53,Contrats,"Prêt d'argent, crédit-bail (ou leasing), cautionnement",Prêt - Demande en nullité du contrat ou d'une clause du contrat
53B,5,53,Contrats,"Prêt d'argent, crédit-bail (ou leasing), cautionnement",Prêt - Demande en remboursement du prêt
53D,5,53,Contrats,"Prêt d'argent, crédit-bail (ou leasing), cautionnement",Autres demandes relatives au prêt
53E,5,53,Contrats,"Prêt d'argent, crédit-bail (ou leasing), cautionnement",Crédit-bail ou leasing - Demande en nullité du contrat ou d'une clause du contrat
53F,5,53,Contrats,"Prêt d'argent, crédit-bail (ou leasing), cautionnement",Crédit-bail ou leasing - Demande en paiement des loyers et/ou en résiliation du crédit-bail
53H,5,53,Contrats,"Prêt d'argent, crédit-bail (ou leasing), cautionnement",Autres demandes relatives au crédit-bail
53I,5,53,Contrats,"Prêt d'argent, crédit-bail (ou leasing), cautionnement",Cautionnement - Demande en paiement formée contre la caution seule
53J,5,53,Contrats,"Prêt d'argent, crédit-bail (ou leasing), cautionnement",Cautionnement - Recours de la caution contre le débiteur principal ou contre une autre caution
53L,5,53,Contrats,"Prêt d'argent, crédit-bail (ou leasing), cautionnement",Autres demandes relatives au cautionnement
54,5,54,Contrats,Contrat tendant à la réalisation de travaux de construction,Contrat tendant à la réalisation de travaux de construction
54A,5,54,Contrats,Contrat tendant à la réalisation de travaux de construction,Demande en nullité d'un contrat tendant à la réalisation de travaux de construction
54B,5,54,Contrats,Contrat tendant à la réalisation de travaux de construction,Demande en paiement du prix formée par le sous-traitant contre l'entrepreneur principal
54C,5,54,Contrats,Contrat tendant à la réalisation de travaux de construction,Demande en paiement du prix formée par le constructeur contre le maître de l'ouvrage ou son garant
54D,5,54,Contrats,Contrat tendant à la réalisation de travaux de construction,Demande en paiement direct du prix formée par le sous-traitant contre le maître de l'ouvrage
54E,5,54,Contrats,Contrat tendant à la réalisation de travaux de construction,Recours formé par le constructeur entrepreneur principal contre un sous-traitant
54F,5,54,Contrats,Contrat tendant à la réalisation de travaux de construction,Recours entre constructeurs
54G,5,54,Contrats,Contrat tendant à la réalisation de travaux de construction,"Demande d'exécution de travaux, ou de dommages-intérêts, formée par le maître de l'ouvrage contre le constructeur ou son garant, ou contre le fabricant d'un élément de construction"
54Z,5,54,Contrats,Contrat tendant à la réalisation de travaux de construction,Autres demandes relatives à un contrat de réalisation de travaux de construction
55,5,55,Contrats,Contrat de transport,Contrat de transport
55A,5,55,Contrats,Contrat de transport,Demande en paiement du prix du transport
55B,5,55,Contrats,Contrat de transport,Action en responsabilité exercée contre le transporteur
55Z,5,55,Contrats,Contrat de transport,Autres demandes relatives au contrat de transport
56,5,56,Contrats,Autres contrats de prestation de services,Autres contrats de prestation de services
56A,5,56,Contrats,Autres contrats de prestation de services,Demande en nullité d'un contrat de prestation de services
56B,5,56,Contrats,Autres contrats de prestation de services,"Demande en paiement du prix, ou des honoraires formée contre le client et/ou tendant à faire sanctionner le non-paiement du prix, ou des honoraires"
